text,label
"are haan, yad aaya dryfruits ke boxes bate the! unn dino diwalil bhi to thi to lage hatho humne...",neutral
"it's ok momma. diwali ka ek bahana to tha, dry fruits bantne ka... mera janam to!",sadness
"happy diwali! mummy ji ye liljiye aapka gift, candal. kesa laga?",joy
jaisa laga so laga tumhen achcha laga na?,contempt
haan.,joy
to tang do kahin bhi,neutral
"aur mummy ji yah stickers kahan lagaun? ""shubh labh"", ""happy diwali"", ""welcome"" wale?",joy
yah plastic ke stickers tumne kahan se khariden?,contempt
khareed nahin mummy ji mujhe dukandar ne aise hi de diye. mujhe aate hue dekhkar dukandar ne kaha ki bahan ji please jor jor se bhav mat karna jo chahie aise hi muft mein le jaaiye!,joy
aur tumne le liye?,neutral
haan! ismein se do to main bech bhi diye sahil! kahan lagau balcony main?,joy
jahan ji chahe laga do ab yah ghar to hamara raha hi nhi. chalo indravadan.,neutral
haan chalo maya,neutral
ek minute! mom-dad aap donon kahan ja rahe ho?,neutral
"pata nahin beta lekin jo zyattiyan humne rosesh pe ki hain, shayad usi ka yah prayashchit hai",sadness
"indravadan prayaschit is melodramatically middle class. rosesh beta, aaj se yah ghar tumhara. consider this our penance. tum kahin nahin jaaoge ham hi chale jaenge. happy diwali and goodbye. chalo indu.",sadness
"maya ye to rok hi nhi rha hai, kahan jaenge hum log?",neutral
rosesh kya kar rahe ho? mom and dad ghar chhodkar ja rahe hain!,neutral
"dekha mujhe pata tha ki yah nalayak kuchh zyatti karega. ab kya karen? kuchh karo, tum karo!",neutral
"rosesh beta, yah middle class ghar ab tumhen mubarak ho.",sadness
"ab bhi koi asar nhi ho rha hai, me karta hun. rosesh bete suno meri almari ke teesre drawer main kuchh dvds rakhi hai, wo mat dekhna, huh? or, or bete suno, maa baap to aakhir maa baap hi hote hain!",neutral
momma please aap...,neutral
acha! nahin jaaungi main!,neutral
hum! hum nhi jaenge bete!,neutral
momma!!,joy
chalo inki katti khatam ho gyi!,joy
"differences resolve ho gye monisha! katti khatam hogyi is as pathetic as tumara ye candel and ye stickers, nilao inhe bahr. ab inss ghar se agar koi jayega to tumare yeh moddle class decorations. out out! happy diwali baby",joy
radha bai! vitthal! monisha!,neutral
"maya suno, ye kachra nahin hai. yah meri jeans hai favourite.",fear
tumhari favourite jeans mein itna bada chhed hai!,disgust
han to aajkal wo chhed wale kapde pehna fashion mein hai.,neutral
"indravadan ghutne pe ya thighs pe chhed ho tab wo jeans fashionable hoti hai, ismein kahan chhed hai dikhao?",contempt
radha bai! rosesh!,neutral
"haha, kamal hai na dono kam wali bayian aaj gayab hai.",joy
indu! tumhi uthakar ke fenk do bahar chalo.,neutral
haila yah to meri favourite chocolate ka dibba hai maya!,surprise
tumhari favourite chocolate expire ho chuki hai,neutral
"rahane do na maya, kam aaegi",neutral
kya kam aaegi?,neutral
main kha lunga,neutral
indu ismein zahar faila hoga,neutral
to tum kha lena,neutral
kya tum sach mein chahte ho ki main mar jaaun? i'll rephrase the question. agar bhagwan tumhen option de ki tum apni jaan doge ya maya ki to tum kaun sa option chunoge?,neutral
yeah do mein se ek ungali select karo nahin fir se fir se ab,neutral
i have got my answer indravadan,sadness
rosesh kahan the tum? kab se chilla rahi hoon!,neutral
yeh aapka letter...,sadness
letter?,surprise
jo aapane dad ko likha tha mere paida hone se pahle!,sadness
tere paida hone se pahle? aaye haye kya suhane din the kab lautenge ab pta nhi!,contempt
bahut jald vah din wapas laut aaenge dad,sadness
kyon aisa kah rahe ho kya hai is letter main?,neutral
ismein saboot hai ki aap logon ki jindagi mein meri koi jarurat nahin thi! main aap logon ki anchahi aulad hun,sadness
rosesh! this is supremely middle class!,contempt
ok main aapka unwanted child hun,sadness
"that's better. are rosesh, tumhen aisa kyon lagta hai beta?",neutral
rosesh chup ho jao. monisha pani lekar aao!,anger
kaunsa wala laun?,neutral
kaunsa wala matlab?,neutral
isme lahsun ka tadka gira tha aur ismein ballpen.,neutral
ball pen leak ho rahi thi?,neutral
nahi,neutral
to vah wala pani lekar aao,neutral
okay,neutral
hello mujhe batao tum ro kyon rahe ho?,anger
"momma hai na momma, wo mujhe maarna chahti thi sahil bhai!",sadness
mom bhi?,neutral
haan.,sadness
mom tumhe kyun marna chahti thi rosesh? tum mom ko bahut acche lagte ho. tum acting karte ho fir bhi!,neutral
"mere paida hone se pahle momma ko pata thodi na tha, ki main paida hokar great actor banunga.",sadness
yah lijiye,neutral
thank you. ismein se to ajeeb si smell a rahi hai bhabhi,disgust
pee le na! aisi acting kar jaise yah best quality wine ho. great actor hai ye!,contempt
sahil tum rosesh bhaiya ko tana kyon mar rhe ho?,neutral
"tana hi to mar rahe hain bhabhi, mom ki tarah jaan se to nahin maar rahe...",sadness
mummy ji ne aapko marne ki koshish ki?,neutral
tum monisha ke kapde pahan ke khade the? haan to kyun?,neutral
"mere paida hone se pahle sahil bhai, wo teesra bachcha nahin chahti thi. wo mujhe paida hone dena nahin chahti thi!",sadness
what nonsense rosesh?,anger
aisa khat mein likha hai unhone,sadness
to mom ke pass us baat ka koi explanation hoga rosesh.,neutral
lekin unhone aisa socha hi kyon?,sadness
rosesh unhone sirf esa socha hai kiya to nahin na?,anger
han rasesh bhaiya dekhiae na main apna purana kurta kitni bar fenk dene ka sochti hoon lekin fekti thodi hoon,neutral
monisha tumhare phate hue kurte mein aur rosesh mein thoda fark hai.,neutral
koi fark nahin hai sahil bhai. main bhi phat chuka hun is purane kurte ki tarah!,sadness
aur donon ka colour bhi same hai. dekho. off white.,neutral
see the coincidence!,sadness
are han! rosesh me sirf hook nahin hai...,anger
momma aap mujhse dur hi rahe to behtar hoga,sadness
batao phool khushbu se dur rah sakta hai?,neutral
yah line seriously middle class nahin hai?,contempt
han hai. lekin maine socha ki agar main thoda poetic language main tumse baat karun to... lekin batao na phool khushbu se dur ho sakta hai?,neutral
"phool aur khushbu ek dusre se dur rah sakte hain momma, agar phool plastic ke ho to.",sadness
nahin nahin please baby apne aap ko plastic ka phool mat kaho,sadness
momma plastic ka phool maine aapko kaha hai. main to bloody fool hun! jo itne salon se soch raha tha ki kisi ko jarurat ho na ho lekin meri momma ko meri jarurat hogi,sadness
han to hai na beta hai,neutral
aap jhooth bol rahi hai momma. aap to mere paida hone ke pahle hi...,sadness
rosesh baby wo to sirf ek khayal tha.,neutral
matlab khyal tu aaya tha na mera khoon karne ka,sadness
rosesh please don't exaggerate. uss waqt meri tabiyat bahut weak thi. dr. jhunjhunwala ne to kaha bhi tha ki teesra bachcha hone mein meri jaan ko khatra hai!,neutral
matlab aapane apni jaan bachane ke liye meri jaan...,sadness
"jo sawal apne dad se kiya vahi sawal main aapse karta hun momma, agar bhagwan aap se poochenge ki kisi ek ki jaan ko dena jaruri hai, to aap meri hi jaan dengi na?",sadness
"no no i swear baby no! never! mein tumhari jaan kabhi na deti! main bhagwan ko samjhati ki bhagwan rosesh to aap hi ki den hai duniya ko, aap uski jaan mat lijiye. uske badle samne ke ghar ko dekhiye. vahan ek jaan hai jo sara din bhains ki tarah tv ke samne padi rahti hai!",contempt
monisha bhabhi ki baat chhodiye. lekin use waqt to aapane apni hi jaan ki parvah ki thi na momma!,neutral
"main na karti rosesh, lekin sahil aur sonia chote chote the aur bai kam chhod kar ke chali gai thi. main khud un donon ko school le jaya karti thi. aur jab hamari gadi kharab ho gai to maine taxi se safar kiya hai lekin uff tak nahin ki. fir part time nauker kam chod ke bhag gya! to maine unke kapde istri kiye hain. inn taklifo ke beech jab mujhe pata chala ki mujhe teesra bachcha hone wala hai, to main qubool karti hun ki ek second ke liye mere man mein yah vichar aaya, to kya maine gunah kiya?",sadness
sorry main ab yahan nahin ruk sakta,sadness
tu kahan jaaoge tum?,sadness
wahin jahan kisi ko meri jarurat ho.,neutral
tumhari kise jarurat hogi? i mean kisi na kisi ko to hogi jarurat magar kise?,neutral
wo to waqt aane par aur ad aane per pata chal jayega momma.,sadness
ad?,surprise
.hahaha. can you imagine sahil do ghante tak rosesh kismi ko apne drama ke dialogue sunata raha dhadak dhadak dhadak. hahaha,joy
vah to theek hai dadi ji zara ye sochiye agar kismi ka ghar kisi kabristan ke pass hota to?,neutral
to kya. rosesh ko dialogue bolane ki jarurat hi nahin padati. woh chupchap kismi ke samne baitha rahata vah aur apne aap kabristan ka feel aa jata,joy
hahaha. safed bhoot kahin ka. hahaha,joy
sahil bhai dad?,neutral
ayy dekho dekho,neutral
monisha bhabhi,neutral
dekho monisha gaur se dekho,neutral
kya kya kya,neutral
ek minute ek minute. rosesh baith jao. baith ja aankhen badi kar ab dad ko gauro. dant nikal ke.aaa yah dekho hain same to same,joy
haan. same,neutral
kya hua aap sab aise gore kyon rahe? mujhe sharm aa rahi hai,joy
oh ho bhoot sharma ra ha hai. hahaha,contempt
achcha yah bata to dauda dauda kyon aaya yahan?,neutral
are haan. kismi aayi hai kya yahan?,neutral
kismi toh mummy ji ke sath gai hai na naukari ka interview dene?,neutral
raste mein momma ko sarita aunty mil gai vah unhe hi hello kar ne lagi gi kismi gayab,neutral
gayab?,surprise
this is the limit indu. are madhubhai is tarah se apni bhatiji ko hamare yahan kaise chhod sakte hain,contempt
isme kya harj kya hai maya,neutral
indravardhan kunwari ladki hai vah. i mean hum responsibility kaise le sakte hain? hamare ghar mein ek handsome young kunwara ladka hai,neutral
chhat main kunwara kahan hun.,joy
main rosesh ki baat kar rahi thi,anger
han rosesh kumara hai per vah handsome kahan hai,neutral
oh cut it out indu in any case mujhe rosesh ki fikar nahin hai. vah aisi mani ben made in jaipur jaisi ladki ke samne aankh uthakar bhi nahin dekhega,contempt
naturally tum uski aankhen nahin noch logi,contempt
well there's that but the point is the rosesh is not a problem. lekin vah ladki kal kuchh ulta sulta ho gaya to fir,neutral
"are don't worry maya, ya kismi is kasam ki ladki nahin hai",neutral
tumhen kaise pata ho sakta hai ki vah pagal ho yah serial killer yah...,neutral
maasi kya sone ki tayari ho rahi hain?,joy
kiss me please kisi ke kamre mein aane se pahle knock karna chahie,contempt
kal se knock kar ke aaungi na. kaise ho mausa,joy
ekadam maje mein. aaj mein jamke sounga bhai. daba ke khaya hai maya ke hathon ka bana hua mushroom masala. ,joy
it was mushroom de paiza indravardhan. and please healthily khaya hai bolo daba ke khaya hai is wedding receptionistacally middle class. jahan log daba ke basundi pite hai yah cutlets khate hain. not to forget  trirangi dhokala and paan. lekin i am sure tum to definitely dinner discuss nahi karne aayi hogi ho,contempt
nai masi. isme discuss kya karna. main to non-veg khati hi nahin na,contempt
excuse me kismi. yah jo mushroom hote hain na vah non-veg nahin hote,neutral
vo non-veg jaisa hi hota hai mausa aur mere jetpur mein haina usse billi ka top kehte hai. vah mareli sadeli gili lakadi per jab bhi nikal aata hai na mushroom kab hai na use,disgust
excuse me kismi. mushroom koi bimari nahin hai jo nikal kar aaye and please get to the point. tum itni raat ko yahan kyon aayi o,neutral
haan. masi idhar aaju baju mein railway station kahan hai,neutral
station? kyun?,surprise
vah kya hai na  ki jetpur mein mera ghar railway station ke laggo lag hai. tum mujhe hai na ki train aawar jaawar ki awaaz sunke hi sone ki aadat hai,neutral
ek minute ek minute kismi. iska matlab tum railway station per jakar sone ki soch rahi ho,neutral
na re sangi nahin per sun ke awoogi tu do ghadi aankh to lagegi na mausa,neutral
itni raat ko tumhen koi station nahin le ja sakta haa. ek kam karo kudi thodi der chukh chukh bolo aur so jao. ok,neutral
hain?,surprise
madhubhai ki bhatiji. hain!,anger
yess?,neutral
hello good night,joy
haa good night kahane ke liye tum abhi aayi ho,neutral
han. tum monisha ko bhi bol deti hun. monisha,neutral
arre shhh,anger
monisha,neutral
ayy kismi main manisha ko good night bol dunga chalo aur suno agar kal raat bhi tum bhul gai na good night bolna to parson subah aana belated good night bolna chalao,neutral
kaun hai sahil? kismi raat ko ek baje,surprise
raat ke teen baje hi monisha,neutral
are han meri gadi to ek hafte se band hai,neutral
tum ek hafte se band ghadi pahan rahi ho,surprise
han vah gold-plated hai na aur fir hath par bandi hui acchi lagti hai mahangi wali aur vaise bhi kareeb se kaun dekhne aata hai ki band hai ya chalu,neutral
high class hai haan monisha. per man lo ke kisi ne poochha bahan time kya hua hai toh,neutral
to main foran chuke kaise deti ho. are meri galti to band ho gai,neutral
solid high class idea hi monisha. hahaha. ay lekin monisha socho ke kisi sim aadami ne 2-3 bar time poochh liya to,neutral
yah to maine socha hi nahin kab to use shak ho sakta hai na kismi,fear
ooo chokriyo. chalo yah band gadi vasul vasul kal subah kheloge to chalega,neutral
sorry sahil bhai actually mujhe thodi madad chahie thi,neutral
kaisi,neutral
vah mujhe railgadi ki awaaz suni thi,neutral
alka yagnik ya udit narayan ki awaz nahin chalegi na,contempt
bus bus sahil bhai meri firki khinch rahe ho na,sadness
nahin nahin kya hai na kar meri cd ke collection mein train ki awaaz wali sidhi nahin hai,contempt
to ab mujhe nind kaise aaegi,sadness
ek kam karo abbi please sone ki ki koshish karo agar neend nahi aaye na to man mein main vah bed bakriyan 1 2 3 4 chalo chalo chalo good night,neutral
good night,joy
gayab as in thin air. sarita aur main puri building chan mari,neutral
kaun si?,neutral
embassy embassy towers uske aas paas ki sari sadke bhi dekhni hum logon ne,neutral
lekin aapane use naam lekar pukara? use awaaz di?,neutral
nahin,anger
common maya awaaz to lagani chahie thi na,anger
uska naam kismi hai indu,neutral
toh?,neutral
sarita aur main har jagah kismi kismi kahate hue khoon se to kaisa lagta?,neutral
koi badmash aakar ke momma ko kiss kar leta to,fear
right toh. i mean monisha hoti to alag baat thi. usse kis karne kaun aata. lekin main to abhi 35 ki lagti hun na,neutral
bhale hi aap ho 51 ki,neutral
yah kahana jaruri tha?,anger
excuse me guys! kismi ke bare mein soche oh my god sahil,neutral
oh my god sahil 6 bajane wale hain aur tum to jante ho embassy towers ke piche 6 baje ke bad kya hota hai,fear
kya hota hai?,neutral
up come on ab acting mat karo jaise tumhen kuchh pata hi nahin hai,anger
vakya mein mujhe kuchh pata nahin hai kuchh,fear
aaaa hahaha. monisha yahan per baithi hai isiliye nirdosh banne ki koshish kar rahe ho.,contempt
indravardhan embassy towers ke piche kya hota hai 6 baje ke bad bako!,anger
kuchh nahin maiya ho gunday mavali wahan chori ka mal bhejte hain. yah imported ghatiya vagaira 400 500rs mein mil jaati hai,neutral
right!,neutral
are vah. sahil chalo chalo wahan chalte hain vaise bhi meri gadi band ho gai hai chalo na,joy
monisha,anger
aur kism bhi toh kho gai hai. haina,neutral
hello everybody,joy
oh my goodness madhusudan fufa. koi nahin bataega kismi kho gai hai,fear
hello madhu bhai aap cold coffee piyenge yah french champagne?,joy
hain?,neutral
maya. french champagne ghar mein hai?,neutral
bolane mein kya jata hai unhen sunai thodi de raha hai,neutral
namaste,neutral
aap kon?,neutral
kismi,neutral
excuse me,surprise
mera naam hai. woh chocolate aati thi na meethi meethi godi godi. use pese rakha.,joy
hi maya,joy
madhubhai aaye aaye. bahut dino baad.,neutral
"maya ya mere bhai moti lal ji ki chhoti beti, kismi.",neutral
iska naam sachmuch kismi hai,contempt
nahin nahin iska naam kismi hai,neutral
dids ne abhi vahi tu kaha mr,neutral
henh?,neutral
dids ne abhi wahi kaha,neutral
maya ya sahil ne ladki ke kapde kyon pahne hain?,neutral
nahin nahin madhupushpa yah sahil nahin hai yah mummy ji ki bahan hai naisha mausi,neutral
han han jarur launga. lekin yah sahil ne ladki ke kapde kyon pahne hai?,neutral
madhu bhai aap baithie na. inne kuchh bhi nahin sunai deta. baithiye madhu bhai,neutral
trivennum!,neutral
what?,surprise
madhubhai baithi aap please,anger
kisme aao na tum bhi baitho,joy
madhu kaka high class  hai inka ghar,neutral
haan! are maiya bade jatan se rakhti hai apne ghar ko,neutral
han vah to dikhi raha hai,neutral
dikhta hai na toh!,joy
mamma mia ji kitna easily communicate kar rahi hai madhu bai ke sath,surprise
madhubhai yahan kaise aana hua,neutral
nahin nahin khichdi aur kadhi banakar gai hai ila,neutral
kaka ye poochh rahi hai yahan kaise aana hua?,neutral
ooo! maiya meri bhatiji jaidpur se mumbai ayi hai. kaam kaaj dhundhne ke liye,neutral
achha kis tarah ka kaam kaaj?,neutral
aaj? aaj to kitchen repair karenge vah log. lekin yah sahil ne ladki ke kapde kyon pahne hai?,neutral
kaka yah sahil bhai nahi hai. yah inki bahan hai,neutral
oo maiya ye tumhari bahan hai ?,surprise
naisha,neutral
lekin kisme ne to kaha ki tumhari bahan hai,neutral
madhubhai yah. over to kisme,anger
kaka inka naam hai naisha,neutral
ooo naisha,neutral
are vah mummy ji yah ladki to champion hai,joy
main kaka ke yahan rahane aayi hoon per ke yahan repair chal rahi hai na. to vah mujhe yahan chhodake jale hain,neutral
haan.zyada nai en do mahine ke liye,neutral
ek do mahine. madhubhai that's not possible hah.,fear
thank you maya,joy
oh my god madhubhai over to kismi. samjhao please,neutral
kaka yah kah rahi hai main yahan nahin rah sakti,sadness
achcha kyon?,surprise
achcha kyon ?,neutral
main sun sakti hun thank you,contempt
han batao na kyon,neutral
kyunki ki naisha yahan hai na,joy
dids main to aaj hi ja rahi hun sham ko. punjab mujhe yad a raha hai vahan hare hare kheton mein main aur jugalkishor duet gaaye gay. tujhe dekha to yeh jaana sanam,joy
naisha band karo apna ye punjab tourism. now enough naisha,anger
tujhe dekha to ye jana sanam,sadness
bass,anger
alright!,anger
lekin kisme yahan kyon nahin rah sakti maya,neutral
vahi main sochne ki koshish kar rahi hun madhu bhai.,neutral
hi everybody! hi naisha! ,joy
jiju,joy
oh my god hain hain kumar,fear
ayyy indu? yah meri bhatiji yahan rah sakti hai kuchh dinon ke liye.,neutral
sir kya hila rahe ho,anger
are kuchh bolunga to fir yah hain hain karenge,anger
arre per yun bhi to kar sakte ho na main,anger
aisa karta to fir vah kahate kyon nahin rah sakti fir main jawab deta to vah fir se kahate hain hain. isliye maine,contempt
kaka masa ne haan kaha,joy
hash,joy
rosesh bhaiya! chai pi lijiye,neutral
kahan hogi vah is waqt,neutral
are vahi table per hi to padhi hui hai,neutral
mai kismi ki baat kar raha hun bhabhi,neutral
umm. sab gaye hain na kismi ko dhundhne ke liye. chaliye aap chai aur kormore kha lijiye chaliye. are han usmein kuchh jale hue kormore bhi hai. unhen side mein kar lijiyega han,neutral
mujhe nahin khane ja,disgust
sare ke sare nahin chale hue hain dekhi na kuchh yellow wali bhi hai. main chunke dun,neutral
vah baat nahin hai bhabhi mein bus pahunch raha hun ke kismi ko bhi to bhookh lagi hogi,neutral
to vahan per jethalal pani puri wala hai na saade pani ki pani puri ke 18 rupaye per plate. aur mineral water ke pani puri ke 30 rupaye per plate. aur pata hai hai jethalal se jyada zidd karo na to do pani puri free mein bhi deta hai,joy
lekin kismi ke pass paise nahin honge toh? ,neutral
to vah free wali pani puri pahle mang legi aur kahegi ki actual plate bad mein khaungi,joy
vah gaon ki bholi ladki hai bhabhi vah kya kisi se free mein pani puri mangi thodi si madad mangne mein tu itni hich kicha rahi thi raat ko,neutral
raat ko?,surprise
han kal raat ko mere kamre mein aayi thi,joy
"indu tum rosesh ko mai chai banati hun. are tum yahan kyon so rahe ho rosesh, rosesh sweety",surprise
sony dijiye na momma raat bhar nahin hua,sadness
kyun ,surprise
kismi ne sone hi nahin diya,neutral
kya kar rahe the tum dono raat bhar? kahan hai kismi?,anger
vah mere bedroom mein hai bichari,neutral
vah bichari nahin hai tum idiot ho. come on wake up. kismi! kis,anger
good morning masi,joy
i demand an explanation kismi tum rosesh ke kamre mein kya kar rahi thi?,anger
main vahan so rahi thi masi thik thak nind a gai. rosesh ki madad se,joy
rosesh,neutral
mama isko train ki awaaz unke sone ki aadat hai na,neutral
haan toh,neutral
"koi yad hai use hindi natak mein, ay musafir tera order de veg ya non veg. jis natak mein mein train ka second class dibba vah banaa tha",neutral
han yad hai badi cute lag rahe the tum first class dibba hote to aur bhi achha hota but so?,neutral
usmein mera dialogue tha na dhadak dhadak dhadak dhadak dhadak ooooooo f,neutral
train ki awaaz sunte hi aankhen jhokha khane lagi thi masi,joy
maya,neutral
kaka kaka mujhe yahan chodne ke liye bahut bahut thank you. yah log bahut acche hain,joy
don't be silly,joy
rosesh,anger
hahaha. pure 10 minut tak main vah dialogue bolata raha tab jake sooyi,joy
aila,joy
aur woh jara bhi ooo aaa karti thi to main turant shuru ho jata tha. dha dha,joy
shukr hai aapko aapki yah wale dialogue to yad the,neutral
mujhe to interval ke bad wale dialogue bhi yad the,neutral
hello everybody dekho mujhe kaun mila,anger
kismi!,surprise
kismi! kahan chali gai thi tum pata hai sab kitna pareshan the,anger
woh main,sadness
batao batao kahan chali gai thi tum,anger
hua main thoda sa shopping karni chali gai thi novelty store mein 40 taka discount chal raha thana vahan,sadness
isiliye bagair kuch kahen bagair kuch soche samjhe madam shopping karne nikal padi,anger
akele akele,sadness
very bad kismi. agar tumhen kuchh ho jata to main toh sara dosh tum per hi dalta ki tumne hi laparvahi bharti hai,anger
i mean shopping ke bagair nahin rah sakti ki tum,anger
"masi per actually main apne liye nahin aap sab ke liye shopping karne gayi thi. haan yah dekhiae aapke liye talcum powder, phir body spray sahil bhai ke liye fir ya rumal masa ke liye aur yah monisha ke liye",joy
purse mere liye!,joy
han han ismein peppermint aur chocolate bhi hai,joy
thank you!,joy
aur yah pan rosesh ke liye hamesha aise hi train wale dialogue likhate rehna han rosesh,joy
thanks! tumne apne liye kuchh nahin liya,neutral
hi dad!,neutral
oh hi sahil! drink logay,neutral
aaj aap fir pi rahe ho?,anger
roz thodi pita hun,neutral
kal bhi aapane pi thi,anger
do peg piti sirf,anger
parso aapane vodka pi thi,neutral
ghar par party thi na,neutral
tarson apne dinner baby pi thi,neutral
are 3 glass white wine pithi it went with the dinner,neutral
uske agale din aapane ramona ke wedding reception per bhi pi thi. uske pahle aapane club ke party mein bhi pi thi. uske pahle natwar chacha ki shok sabha mein nahin pi thi,contempt
dekha kaha tha na ki main roj thodi pita hun,neutral
aap roj thodi nahin thodi jyada pite hain. dad it's not good for health. why don't you try to understand,anger
"oh hello hello male maya please! mushkil se maya se chhutti mili hai vah to sham hote hi shuru ho jaati hai, what is this indra vardhan fir drink karne ke baith gaye isase achcha chalo na walk per chalte hain",contempt
achcha tu hi bata agar tujhe drinking aur biwi ke sath walk main jaane mein choice mile to to tu kya choose karega? bol bol,neutral
toh.,neutral
haan?,neutral
meri baat chhodiye na,neutral
kyon?,anger
main young hun dad mein drinks hazam kar sakta hun.,neutral
haan toh mein bhi fit hun rosewalk karta hun,neutral
achcha?,neutral
ghar mein,neutral
achcha ghar mein?,surprise
han. char bar ise lene uthta hun soda laane khud chahta hun fridge tak aur vahan se wapas lekar aata hun,neutral
dad aap argument karna chahte ho to fine. have it your way after all it's your life,neutral
cheers!,neutral
by the way mom kahan hai?,neutral
are han woh hamari wedding anniversary ki party ki taiyari karne gai hui hai us club,neutral
aur rosesh?,neutral
woh apni momma ki har baat pe yes momma ye momma karte sath gaya hua hai,contempt
bye. han aapke khane ka kya ?,neutral
are han.? sahil tumhare ghar kya khana banaa hai?,neutral
subah ki daal hai. aur. daal hai bus,neutral
main yahi khaunga,neutral
monisha ghasitaram se chole bhature lekar a rahi,joy
dinner at 9:30 at your house fixed.,joy
haha i thought as well. baki aap ki or se wedding anniversary ki sari planning?,neutral
sari planning ho gai hai chill,neutral
great toh monisha chhole bhature lekar a rahi hai,neutral
ok ok vah this is called life. jab main khud apni company hun toh mujhe jarurat kiski. kaju badam pune ka chivda ice soda and whiskey. hahaha arre yah to kavita ho gai i must jot it down,joy
puri hui teri jindagi puri hui hai teri jindagi chalna padega aaj dharti se le jaane tere pran aaye hai swayam yamraj. aaye hain swayam yamraj,neutral
yamraj,fear
tujhe lene aaya hun indravardhan.,neutral
daddy ji dekhiae main aapke liye kya lai hun ghasitaram ke chhole bhature,joy
han magar woh chale gaye,fear
kaun? kaun chala gaya,neutral
now darling. tum shayad koi sapna dekha hoga,neutral
nahin maya. monisha khushbudar khana lekar enter hui aur.,fear
there what did i tell you? tumne sapna hi dekha hai. monisha ka khushboodar khana lekar aana sach mein possible hai?,neutral
maya woh khana monisha ne khud nahin banaya tha.,neutral
fir shayad vah sapna nahin sach ho sakta hai,neutral
ho sakta nahin maya yah sacchi hai. yamraj aaye the.,fear
that totally ridiculous indravardhan,contempt
are maya main kah raha hun mera yakin karo,anger
antim ghadi yamraj ka aana mythologically middle class indravardhan apparently yamraj tabhi aate hain jab middle-class log marte hain,contempt
yahan bhi middle class maya. achcha to ab upper class marta hai to tab kya hota hai?,neutral
vah log 1 sophisticated tunnel se gujar kar safed white light ki taraf chale jaate hain exactly 7 second mein,neutral
achcha! aur middle class?,neutral
unhen aadha poona ghanta do teen din lagte honge shayad.,neutral
kyon?,surprise
tunnel mein vah log dukane dhundhte honge bargaining karne ke liye marne ke bad. fir apni hi barsi ki kheer khane ruk jane ho honge hue. how should i know but the point is yamraj wali baat is comp,contempt
nai nai maya mera yakin karo yamraj aaye the,fear
hath mein gadha lekar mote se bhainse pe baithkar,contempt
han han hath mein gadha tu ki per bhainsa nahin tha. chal kar aaye the,neutral
han kyunki hamari building ke bahar board hai na outside vehicles not allowed.,neutral
very funny indu,contempt
"nahi maya, i am very serious agar vahan bahar park karna building dharm hai to yamraj to dharmraj hai. unhone is aagya ka palan avashya kiya hoga",neutral
avashya? achcha chalo main man leti hun pati shri ke yamraj yahan sachin padhare the to fir woh..,neutral
ek minute ek minuteunhone kavita bhi sunaeye thi,neutral
to fir to woh rosesh hoga kisi natak ke costume mein,joy
maya rosesh toh tumhare sath tha bhul gai tum.,fear
han you are right.,fear
maiya mujhe dar lag raha hai kahin main marne wala to nahin hun,fear
